PlateName,Row,Column ,1442.73,1474.73, Injection Time (sec),EM/MM0,Timepoint,Fraction,% Oxidation,Turnover
Plate2,10,7,9684989.121,0,1214.54,MM0,10,0.999999277,0.00%,0.00E+00
Plate2,10,9,9495389.541,0,1229.12,MM0,10,0.999999052,0.00%,0.00E+00
Plate2,10,11,9168682.64,0,1243.82,MM0,10,0.9999988,0.00%,0.00E+00
Plate2,2001,2,0,0,1258.22,,,,,
Plate2,2001,3,0,0,1272.41,,,,,
Plate2,2001,2,0,0,1286.85,,,,,
Plate2,2001,3,0,0,1301.03,,,,,
Plate2,9,1,4898449.447,445689.3477,1315.89,EM,20,0.999999796,8.34%,2.72E-01
Plate2,9,3,6939434.852,662732.7207,1330.8,EM,20,0.999999568,8.72%,2.84E-01
Plate2,9,5,3865785.424,335637.7324,1345.77,EM,20,0.999998707,7.99%,2.61E-01
Plate2,2001,2,0,0,1360.21,,,,,
Plate2,2001,3,0,0,1374.31,,,,,
Plate2,9,7,8056306.182,0,1389.26,MM0,20,0.999999131,0.00%,0.00E+00
Plate2,9,9,7439383.732,0,1403.95,MM0,20,0.99999879,0.00%,0.00E+00
Plate2,9,11,7025227.633,0,1418.64,MM0,20,0.999998434,0.00%,0.00E+00
Plate2,2001,2,0,0,1433.09,,,,,
Plate2,2001,3,0,0,1447.3,,,,,
Plate2,2001,2,0,0,1461.62,,,,,
Plate2,2001,3,0,0,1475.82,,,,,
Plate2,2001,2,0,0,1490.27,,,,,
Plate2,2001,3,0,0,1504.47,,,,,
Plate2,8,1,11467749.36,2245220.482,1519.33,EM,40,0.999999913,16.37%,5.34E-01
Plate2,8,3,11020806.73,2318287.146,1534.3,EM,40,0.999999728,17.38%,5.67E-01
Plate2,8,5,10695015.85,2091594.023,1549.17,EM,40,0.999999532,16.36%,5.33E-01
Plate2,2001,2,0,0,1563.57,,,,,
Plate2,2001,3,0,0,1577.77,,,,,
Plate2,2001,2,0,0,1592.21,,,,,
Plate2,2001,3,0,0,1606.42,,,,,
Plate2,8,7,15434422.98,0,1621.3,MM0,40,0.999999546,0.00%,0.00E+00
Plate2,8,9,14919561.68,0,1635.89,MM0,40,0.999999397,0.00%,0.00E+00
Plate2,8,11,14758766.83,0,1650.67,MM0,40,0.999999255,0.00%,0.00E+00
Plate2,2001,2,0,0,1665.08,,,,,
Plate2,2001,3,0,0,1679.27,,,,,
Plate2,2001,2,0,0,1693.65,,,,,
Plate2,2001,3,0,0,1707.85,,,,,
Plate2,7,1,3836817.591,921120.5161,1722.81,EM,60,0.999999739,19.36%,6.31E-01
Plate2,7,3,4019776.867,1031056.74,1737.64,EM,60,0.999999254,20.41%,6.66E-01
Plate2,7,5,2955243.497,708304.7002,1752.58,EM,60,0.999998308,19.33%,6.30E-01
Plate2,2001,2,0,0,1766.88,,,,,
Plate2,2001,3,0,0,1781.2,,,,,
Plate2,2001,2,0,0,1795.62,,,,,
Plate2,2001,3,0,0,1809.81,,,,,
Plate2,7,7,7876457.925,0,1824.65,MM0,60,0.999999111,0.00%,0.00E+00
Plate2,7,9,3604576.974,0,1839.37,MM0,60,0.999997503,0.00%,0.00E+00
Plate2,7,11,3195769.233,0,1854.06,MM0,60,0.999996558,0.00%,0.00E+00
Plate2,2001,2,0,0,1868.39,,,,,
Plate2,2001,3,0,0,1882.68,,,,,
Plate2,2001,2,0,0,1896.99,,,,,
Plate2,2001,3,0,0,1911.3,,,,,
Plate2,6,1,667581.4941,3044375.125,1926.16,EM,300,0.999998502,82.02%,2.67E+00
Plate2,6,3,354552.8271,1747094.84,1941.11,EM,300,0.999991539,83.13%,2.71E+00
Plate2,6,5,395397.7295,1857659.726,1956.06,EM,300,0.999987355,82.45%,2.69E+00
Plate2,2001,2,0,43513.8916,1970.41,,,,,
Plate2,2001,3,0,0,1984.62,,,,,
Plate2,2001,2,0,0,1998.97,,,,,
Plate2,2001,3,0,0,2013.26,,,,,
Plate2,6,7,899546.623,10478.04053,2028.11,MM0,300,0.999992218,1.15%,3.75E-02
Plate2,6,9,781319.4063,0,2042.93,MM0,300,0.999988481,0.00%,0.00E+00
Plate2,6,11,890367.2886,0,2057.6,MM0,300,0.999987646,0.00%,0.00E+00
Plate2,2001,2,0,0,2072.06,,,,,
Plate2,2001,3,0,0,2086.36,,,,,
Plate2,2001,2,0,0,2100.68,,,,,
Plate2,2001,3,0,0,2114.85,,,,,
Plate2,2001,2,0,0,2129.31,,,,,
Plate2,2001,3,0,0,2143.48,,,,,
