PlateName,Row,Column ,1442.73,1474.73, Injection Time (sec),EM/MM0,Timepoint,Fraction,% Oxidation,Turnover
Plate1,14,22,14414001.13,0,501.95,MM0,1,0.999998474,0.00%,0.00E+00
Plate1,14,24,13597060.67,0,516.85,MM0,1,0.999998235,0.00%,0.00E+00
Plate1,2001,2,0,0,531.31,,,,,
Plate1,2001,3,0,0,545.51,,,,,
Plate1,2001,2,0,0,559.82,,,,,
Plate1,2001,3,0,0,574,,,,,
Plate1,13,14,4587526.209,160216.8809,588.87,EM,1.5,0.999996948,3.37%,1.16E-01
Plate1,13,16,7975049.027,324517.1167,603.84,EM,1.5,0.999997994,3.91%,1.34E-01
Plate1,13,18,9479594.499,343470.6641,618.7,EM,1.5,0.999998101,3.50%,1.20E-01
Plate1,2001,2,0,0,633.12,,,,,
Plate1,2001,3,0,0,647.32,,,,,
Plate1,13,20,13328277.41,0,662.27,MM0,1.5,0.999998499,0.00%,0.00E+00
Plate1,13,22,12038869.27,0,677.17,MM0,1.5,0.999998173,0.00%,0.00E+00
Plate1,13,24,12879576.23,0,692.1,MM0,1.5,0.999998137,0.00%,0.00E+00
Plate1,2001,2,0,0,706.43,,,,,
Plate1,2001,3,0,0,720.5,,,,,
Plate1,2001,2,0,0,734.96,,,,,
Plate1,2001,3,0,0,749.19,,,,,
Plate1,12,14,7001631.979,474133.3145,764.04,EM,3,0.999998,6.34%,2.18E-01
Plate1,12,16,6904775.703,576709.1152,778.99,EM,3,0.999997683,7.71%,2.65E-01
Plate1,12,18,7390986.08,564322.5161,793.94,EM,3,0.999997565,7.09%,2.44E-01
Plate1,2001,2,0,0,808.24,,,,,
Plate1,2001,3,0,0,822.53,,,,,
Plate1,12,20,14172952.25,0,837.35,MM0,3,0.999998589,0.00%,0.00E+00
Plate1,12,22,13605940.22,0,852.32,MM0,3,0.999998383,0.00%,0.00E+00
Plate1,12,24,12509648.48,0,867.19,MM0,3,0.999998081,0.00%,0.00E+00
Plate1,2001,2,0,0,881.67,,,,,
Plate1,2001,3,0,0,895.76,,,,,
Plate1,2001,2,0,0,910.2,,,,,
Plate1,2001,3,0,0,924.35,,,,,
Plate1,11,14,5229375.693,588954.2661,939.29,EM,5,0.999997323,10.12%,3.48E-01
Plate1,11,16,7081992.895,948566.2881,954.26,EM,5,0.999997741,11.81%,4.06E-01
Plate1,11,18,7623217.522,906996.2344,969.08,EM,5,0.999997639,10.63%,3.65E-01
Plate1,2001,2,0,0,983.54,,,,,
Plate1,2001,3,0,0,997.71,,,,,
Plate1,11,20,13459474.04,0,1012.67,MM0,5,0.999998514,0.00%,0.00E+00
Plate1,11,22,13090386.23,0,1027.25,MM0,5,0.999998319,0.00%,0.00E+00
Plate1,11,24,11991438.13,0,1042.2,MM0,5,0.999997999,0.00%,0.00E+00
Plate1,2001,2,0,0,1056.66,,,,,
Plate1,2001,3,0,0,1070.35,,,,,
Plate1,2001,2,0,0,1084.82,,,,,
Plate1,2001,3,0,0,1099.05,,,,,
Plate1,10,14,2976159.77,584701.0049,1113.75,EM,10,0.999995296,16.42%,5.64E-01
Plate1,10,16,5007980.98,1149009.268,1128.48,EM,10,0.999996805,18.66%,6.41E-01
Plate1,10,18,5678981.67,1140591.603,1143.08,EM,10,0.99999683,16.73%,5.74E-01
Plate1,2001,2,0,0,1157.51,,,,,
Plate1,2001,3,0,0,1171.67,,,,,
Plate1,10,20,11431860.79,0,1186.38,MM0,10,0.999998251,0.00%,0.00E+00
Plate1,10,22,11534811.26,0,1201.04,MM0,10,0.999998093,0.00%,0.00E+00
Plate1,10,24,9923470.291,0,1215.76,MM0,10,0.999997581,0.00%,0.00E+00
Plate1,2001,2,0,0,1230.24,,,,,
Plate1,2001,3,0,0,1244.42,,,,,
Plate1,2001,2,0,0,1258.8,,,,,
Plate1,2001,3,0,0,1272.98,,,,,
Plate1,9,14,1422460.186,609248.458,1287.69,EM,20,0.999990158,29.99%,1.03E+00
Plate1,9,16,2790516.551,1408895.102,1302.5,EM,20,0.999994266,33.55%,1.15E+00
Plate1,9,18,3108850.391,1361243.625,1317.21,EM,20,0.99999421,30.45%,1.05E+00
Plate1,2001,2,0,0,1331.5,,,,,
Plate1,2001,3,0,0,1345.68,,,,,
Plate1,9,20,11156551.11,0,1360.4,MM0,20,0.999998207,0.00%,0.00E+00
Plate1,9,22,10045795.58,0,1375.12,MM0,20,0.99999781,0.00%,0.00E+00
Plate1,9,24,10146987.54,0,1389.84,MM0,20,0.999997635,0.00%,0.00E+00
Plate1,2001,2,0,0,1404.25,,,,,
Plate1,2001,3,0,0,1418.47,,,,,
Plate1,2001,2,0,0,1432.92,,,,,
Plate1,2001,3,0,0,1446.99,,,,,
Plate1,2001,2,0,0,1461.41,,,,,
Plate1,2001,3,0,0,1475.62,,,,,
Plate1,8,14,1389276,1458007.957,1490.29,EM,40,0.999989923,51.21%,1.76E+00
Plate1,8,16,2039420.049,2656329.681,1504.98,EM,40,0.999992155,56.57%,1.94E+00
Plate1,8,18,2267848.986,2498007.759,1519.71,EM,40,0.999992063,52.41%,1.80E+00
Plate1,2001,2,0,0,1534.17,,,,,
Plate1,2001,3,0,0,1548.39,,,,,
Plate1,2001,2,0,0,1562.72,,,,,
Plate1,2001,3,0,0,1576.9,,,,,
Plate1,8,20,8394493.521,0,1591.62,MM0,40,0.999997617,0.00%,0.00E+00
Plate1,8,22,8647987.691,0,1606.43,MM0,40,0.999997456,0.00%,0.00E+00
Plate1,8,24,9516950.563,0,1621.01,MM0,40,0.999997478,0.00%,0.00E+00
Plate1,2001,2,0,0,1635.46,,,,,
Plate1,2001,3,0,0,1649.66,,,,,
Plate1,2001,2,0,0,1664.11,,,,,
Plate1,2001,3,0,0,1678.27,,,,,
Plate1,7,14,547030.5254,1174832.32,1692.97,EM,60,0.999974408,68.23%,2.34E+00
Plate1,7,16,582296.1299,1776050.473,1707.67,EM,60,0.999972523,75.31%,2.59E+00
Plate1,7,18,631935.458,1627653.93,1722.4,EM,60,0.999971517,72.03%,2.47E+00
Plate1,2001,2,0,0,1736.8,,,,,
Plate1,2001,3,0,0,1751.01,,,,,
Plate1,2001,2,0,0,1765.45,,,,,
Plate1,2001,3,0,0,1779.6,,,,,
Plate1,7,20,6740505.688,0,1794.33,MM0,60,0.999997033,0.00%,0.00E+00
Plate1,7,22,6525759.152,0,1809.03,MM0,60,0.999996629,0.00%,0.00E+00
Plate1,7,24,5268227.261,0,1823.73,MM0,60,0.999995444,0.00%,0.00E+00
Plate1,2001,2,0,0,1838.09,,,,,
Plate1,2001,3,0,0,1852.28,,,,,
Plate1,2001,2,0,0,1866.72,,,,,
Plate1,2001,3,0,0,1880.91,,,,,
Plate1,6,14,47687.13525,2696777.895,1895.55,EM,300,0.999706506,98.26%,3.37E+00
Plate1,6,16,58928.36426,3519913.248,1910.28,EM,300,0.999728558,98.35%,3.38E+00
Plate1,6,18,90817.3125,4152328.297,1924.99,EM,300,0.999801839,97.86%,3.36E+00
Plate1,2001,2,0,121278.0132,1939.34,,,,,
Plate1,2001,3,0,0,1953.55,,,,,
Plate1,2001,2,0,0,1968.03,,,,,
Plate1,2001,3,0,0,1982.21,,,,,
Plate1,6,20,0,0,1996.9,MM0,300,0,#DIV/0!,#DIV/0!
Plate1,6,22,680835.6499,0,2011.57,MM0,300,0.999967688,0.00%,0.00E+00
Plate1,6,24,42495.71826,0,2026.3,MM0,300,0.999435556,0.00%,0.00E+00
Plate1,2001,2,0,0,2040.64,,,,,
Plate1,2001,3,0,0,2054.92,,,,,
Plate1,2001,2,0,0,2069.24,,,,,
Plate1,2001,3,0,0,2083.58,,,,,
Plate1,2001,2,0,0,2097.87,,,,,
Plate1,2001,3,0,0,2112.06,,,,,
